date,state,地区生产总值(亿元),地区生产总值－第一产业(亿元),地区生产总值－第二产业(亿元),地区生产总值－工业(亿元),地区生产总值－建筑业(亿元),地区生产总值－第三产业(亿元),地区生产总值－交通运输、仓储和邮政业(亿元),地区生产总值－批发和零售业(亿元),地区生产总值－金融业(亿元),地区生产总值－房地产业(亿元),地区生产总值－其他服务业(亿元),第一产业占GDP比重(%)(没有单位),第二产业占GDP比重(%)(没有单位),第三产业占GDP比重(%)(没有单位),人均地区生产总值(元),地区生产总值指数（上年＝100）(没有单位),地区生产总值指数－第一产业（上年＝100）(没有单位),地区生产总值指数－第二产业（上年＝100）(没有单位),地区生产总值指数－第三产业（上年＝100）(没有单位),社会消费品零售总额(亿元),,年底人口数(万人)
2003,新疆维吾尔自治区,1886.35,412.9,796.84,571,225.84,667.87,121.24,141.32,64.92,24.67,340.4,21.9907,42.4391,35.5702,9700,111.2,108.2,112.1,112.3,421.2,973.39,1933.95
2004,北京市,6060.28,102.9,1610.37,1290.16,320.21,2570.04,283.09,305.03,598.57,228.44,1154.91,2.4023,37.5964,60.0013,37058,114.1,101.9114,116.6504,111.6042,2191.814,2528.2,1493
2004,天津市,3110.97,102.29,1560.16,1436.73,123.43,1269.43,285.05,242.07,129.72,146.51,466.08,3.4889,53.2136,43.2975,31550,115.8,105.1375,119.803,111.6892,1052.7006,1245.7,1024
2004,河北省,8477.63,1370.4,4635.23,4086.43,548.8,2763.16,724.34,689.24,231.59,154.38,963.61,15.6282,52.8605,31.5113,12918,112.9,106.7401,114.1879,112.4539,2522.8853,3218.8,6809
2004,山西省,3571.37,253.37,1810.08,1568.47,241.61,978.96,235.77,201.24,80.55,42.28,419.12,8.3279,59.4949,32.1771,9150,115.2,104.4953,116.7631,112.6576,884.7572,1443.9,3335
2004,内蒙古自治区,3041.07,506.07,1332.4728,1015.66,316.8128,873.5345,242.9624,203.3616,30.566,27.7807,368.8639,18.6599,49.1311,32.2091,11305,120.9,111.6746,127.507,113.3987,891.9597,1788,2384
2004,辽宁省,6672,769.8962,3278.8848,2832.9889,445.8959,2823.8711,613.031,896.0006,159.7139,206.1344,948.9912,11.2023,47.7092,41.0885,16297,112.8,107.8804,115.9813,110.6587,2642.8367,2979.6,4217
2004,吉林省,3122.01,560.96,1379.31,1142.08,237.23,1017.94,180.21,368.3,21.52,67.32,380.59,18.9628,46.6265,34.4107,10932,112.2,107.9691,114.791,111.1134,1252.6238,1169.1,2709
2004,黑龙江省,4750.6,587.7563,3155.3325,2814.4166,340.9159,1559.9154,306.2253,479.6963,38.9589,134.6044,600.4304,11.0835,59.5008,29.4157,13897,111.7,112.17,112.8648,109.2602,1555.3926,1430.8,3817
2004,上海市,8072.83,96.71,3788.22,3492.89,295.33,3565.34,489.042,706.65,740.96,644.12,984.568,1.2981,50.8467,47.8552,55307,114.2,95.05,114.8783,112.8843,2454.6127,3050.3,1742
2004,江苏省,15003.6,1315.38,8716.1069,7714.4,1001.7069,5371.6777,945.4331,1404.6981,632.8822,659.4,1729.26,8.5397,56.5865,34.8739,20705,114.8,106,117.0854,113.6854,4159.6969,6557.1,7433
2004,浙江省,11648.7,816,6045,5381.4,663.6,4382,834.95,1335.4,479.93,288.29,1443.43,7.2578,53.7668,38.9754,23942,114.5,103.737,116.1774,113.8698,3645.3817,5781.4,4720
2004,安徽省,4759.32,932.42,2169.82,1735.99,433.83,1710.44,312.22,457.8,140.53,193.35,606.54,19.3742,45.0855,35.5403,7768,113.3,108.5504,113.766,112.9589,1503.0787,1935.3,6461
2004,福建省,5763.35,777.87,2950.33,2532.68,417.65,2324.94,601.42,559.35,292.5,176.7,694.97,12.8507,48.7405,38.4088,17218,111.8,104.5007,115.1917,110.8442,1995.8224,1892.9,3511
2004,江西省,3456.7,711.7,1595.74,1110.74,485,1188.5,300.27,274.17,88.39,174.74,350.93,20.3579,45.6455,33.9966,8189,113.2,108.0001,118.6303,109.6419,1059.9178,1713.2,4284
2004,山东省,15021.84,1778.3,8724.52,7799.31,925.21,4987.91,990.65,1283.28,557.95,563.65,1592.38,11.4798,56.3209,32.1993,16925,115.4,106.8554,119.2361,112.3347,4483.4459,6970.6,9180
2004,河南省,8553.79,1647.48,4515.35,3862.18,653.17,2652.26,678.73,668.02,137.49,217.06,950.96,18.6893,51.223,30.0877,9470,113.7,112.8119,116.1958,110.5847,2808.1727,3099.4,9717
2004,湖北省,5633.24,1020.09,2994.67,2593.88,400.79,2295.16,395.82,622.19,313.6,169.32,794.23,16.1664,47.4597,36.3738,10500,111.2,106.5003,113.8833,109.4887,2667.4849,2264.8,6016
2004,湖南省,5641.94,1155.85,2214.41,1781.14,433.27,2242,425.38,527.61,171.83,154.66,962.52,20.5951,39.4567,39.9483,9117,112.1,107.3994,116.2124,110.2009,2069.8412,2072.6,6698
2004,广东省,18864.62,1245.42,8890.29,8011.15,879.14,5903.75,1351.62,1378.72,461.8,824.66,1886.95,7.7647,55.4276,36.8077,19707,114.8,104.2,118.3574,110.4036,6370.4163,5870,8304
2004,广西壮族自治区,3433.5,811.38,1288.26,1044.83,243.43,1220.46,286.44,376.49,66.43,95.69,395.41,24.4384,38.8018,36.7597,7196,111.8,105.3999,117.0586,110.61,973.4121,1236.5,4889
2004,海南省,798.9,283.84,180.41,119.68,60.73,305.11,66.81,94.16,40.84,14.56,88.74,36.893,23.4494,39.6576,9450,110.7,107.9572,115.7912,109.597,220.1979,317.1,818
2004,重庆市,2692.81,431.32,1181.24,927.51,253.73,1052.83,153.83,227.51,93.45,98.42,479.62,16.1822,44.3177,39.5,9608,112.2,104.6912,116.2143,110.3746,955.0055,1537.1,3122
2004,四川省,6379.63,1394.2583,2689.9955,2165.2243,524.7712,2471.7596,480.47,593.37,262.306,211.0236,924.59,21.2669,41.031,37.7022,8113,112.7,105.9173,117.6551,110.8848,2383.9515,2818.4,8725
2004,贵州省,1677.8,334.11,714.66,574.62,140.04,543.13,99.64,114.9,49.87,41.24,237.48,20.9881,44.8935,34.1183,4215,111.4,105.2998,114.17,112.0446,517.5572,865.2,3904
2004,云南省,3081.91,604.33,1314.19,1053.36,260.83,1040.96,212.56,247.43,94.02,98.19,388.76,20.4201,44.4061,35.1737,6733,111.3,105.6002,114.9646,110.7371,884.8664,1291.5,4415
2004,陕西省,3175.58,394.98,1416.82,1064.81,352.01,1071.71,277.54,168.19,41.76,122.49,461.73,13.6979,49.1353,37.1669,7757,112.9,109.8037,116.783,109.4763,966.4894,1508.9,3705
2004,甘肃省,1688.49,281.4,758.18,576.22,181.96,519.35,84.32,158.92,65.26,38.04,172.81,18.0508,48.6346,33.3145,5970,111.5,106.5005,112.5734,110.9928,535.8426,733.9,2619
2004,青海省,466.1,57.81,227.06,158.64,68.42,180.86,36.65,31.97,17.71,6.38,88.15,12.4128,48.7536,38.8337,8606,112.3,103.8336,116.3562,110.2076,115.5981,289.2,539
2004,宁夏回族自治区,537.16,65.13,239.42,186.3,53.12,155.8,29.9,31.75,17,10.05,67.1,14.2,52.0083,33.8438,7880,111.2,103.8266,114.0751,109.8244,137.7593,376.2,588
2004,新疆维吾尔自治区,2209.09,444.7,1010.07,745,265.07,745.38,138.49,178.05,70.87,26.92,331.05,20.2123,45.9091,33.8786,11199,111.4,105.0997,114.3365,110.3672,482.0745,1147.2,1963
2005,北京市,6969.52,97.99,2026.51,1707.04,319.47,4761.81,404.66,654.09,836.62,455.31,2228.32,1.4,29.5,69.1,45443.6929,112.1,99.2387,110.1294,113.0088,2902.8,2827.2346,1538
2005,天津市,3905.64,112.38,2051.17,1885.04,166.13,1534.07,227.16,436.14,159.24,128.77,512.61,3,55.5,41.5,35783.1885,114.9,104.2615,117.6153,111.6564,1190.1,1495.1431,1043
2005,河北省,10012.11,1503.07,5232.5,4665.21,567.29,3360.54,702,598.56,211.17,291.51,1442.08,14.9,51.8,33.3,14782.2597,113.4,106.2,115.4374,113.2166,2952.9,4139.6947,6851
2005,山西省,4230.53,262.42,2353.16,2117.68,235.48,1563.94,351.19,261.24,122.09,106.48,613.55,6.3,56.3,37.4,12495,113.5,94.6,116.2,111.2,1401.2,1826.5766,3355
2005,内蒙古自治区,3905.03,589.56,1773.21,1477.88,295.33,1532.78,360.19,338.12,67.52,98.32,528.52,15.1,45.5,39.4,16330.8187,123.8,109.1128,134.8793,118.1139,1344.1,2643.6015,2403
2005,辽宁省,8047.26,882.41,3953.28,3489.58,463.7,3173.32,509.37,850.33,212.72,243.99,1178.07,11,49.4,39.6,18983.2013,112.7,107.8582,117.0669,108.1955,2999,4200.4485,4221
2005,吉林省,3620.27,625.61,1580.83,1363.94,216.89,1413.83,208.1,345.02,83.63,112.29,581.4,17.3,43.6,39.1,13348,112.1,109.9,111.6,113.6,1460.8,1741.0949,2716
2005,黑龙江省,5513.7,684.6,2971.68,2696.3,275.38,1855.22,318.39,413.16,33.48,163.47,823.37,12.4,53.9,33.7,14434.0561,111.6,108.7406,112.6313,110.7628,1760.1,1737.2743,3820
2005,上海市,9247.66,80.34,4452.92,4129.52,323.4,4620.92,582.6,840.89,675.12,676.12,1677.88,0.9,48.6,50.5,51474,111.4,91.1,111.5,111.1,2973,3509.6561,1890
2005,江苏省,18598.69,1461.49,10355.03,9334.69,1020.34,6489.14,741.06,1816.46,562.42,731.01,2350.94,8,56.6,35.4,24560,114.5,102.8556,115.9843,114.9119,5699.9,8165.3793,7588
2005,浙江省,13417.68,892.83,7166.15,6349.34,816.81,5378.87,512.94,1258.21,674.77,695.82,2015.86,6.6,53.4,40,27702.6847,112.8,101.4666,112.703,115.2139,4631.7,6520.0741,4991
2005,安徽省,5350.17,966.49,2221.17,1818.45,402.72,2187.46,358.71,397.7,112.86,219.19,999.75,18,41.3,40.7,8675.1448,111,101.7269,117.0839,110.773,1765,2525.1056,6120
2005,福建省,6554.69,841.2,3200.26,2842.43,357.83,2527.47,455.18,584.63,179.14,321.74,878.01,12.8,48.7,38.5,18645.8416,111.6,104.1607,112.9736,112.4871,2345.8,2316.7239,3557
2005,江西省,4056.76,727.37,1917.47,1455.5,461.97,1411.92,300.6,288.52,69.55,171.88,514.26,17.9,47.3,34.8,9440,112.8,106.5006,117.1,110.8,1236.2,2176.5954,4311
2005,山东省,18366.87,1963.51,10628.62,9568.58,1060.04,5924.74,968.64,1387.22,467.59,653.66,2006.37,10.6,57.4,32,20096.4547,115,104.849,117.8826,114.4348,6126.4,9307.2988,9248
2005,河南省,10587.42,1892.01,5514.14,4896.01,618.13,3181.27,625.87,616.25,181.74,298.19,1156.99,17.9,52.1,30,11346.498,114.2,107.4815,117.5562,112.8347,3358.4,4311.6327,9380
2005,湖北省,6590.19,1082.13,2810.01,2436.55,373.46,2628,365.71,575.37,127.32,217.17,1186.98,16.6,43.1,40.3,11431,112.1,104,115.2,111.8,2964.6,2676.5753,5710
2005,湖南省,6596.1,1274.15,2596.71,2189.91,406.8,2640.48,366.72,516.51,123.31,234.93,1271.41,19.6,39.9,40.5,10426,112.2,105.7,112.2,113.5,2459.1,2629.0663,6326
2005,广东省,22557.37,1428.27,11339.93,10482.03,857.9,9598.34,990.53,2222.72,673.65,1456.14,3734.67,6.4,50.7,42.9,24435.0156,114.13,104.9241,115.0324,113.6771,7882.6,6977.9265,9194
2005,广西壮族自治区,3984.1,912.5,1510.68,1264.84,245.84,1652.57,225.2,389.43,90.83,164.26,671.03,22.4,37.1,40.5,8787.729,113.1,107.0941,118.4464,111.4294,1397,1661.1713,4660
2005,海南省,897.99,300.75,220.07,156.16,63.91,373.75,64.34,91.67,12.44,33.61,144.14,33.6,24.6,41.8,10871,110.5,106.0191,116.8722,110.1521,268.6,367.1693,828
2005,重庆市,3467.72,463.4,1259.12,1023.35,235.77,1347.97,218.97,277.68,92.98,143.88,547.9,15.1,41,43.9,10982,111.7,104.5,112.9,112.3,1215.8,1933.1582,2798
2005,四川省,7385.1,1481.14,3067.23,2527.08,540.15,2836.74,380.28,475.16,262.26,286.23,1211.39,20.1,41.5,38.4,9060,112.6,105.3914,118.0413,110.6465,2981.4,3585.1815,8212
2005,贵州省,2005.42,368.94,826.63,714.24,112.39,783.49,115.82,131.5,71.07,79.53,346.41,18.6,41.8,39.6,5051.96,112.7,105.2,112.7,114,606.9,998.2529,3730
2005,云南省,3461.73,669.81,1432.76,1180.83,251.93,1370.32,163.08,271.48,131.66,143.87,586.13,19.3,41.2,39.5,7835,108.9,106.1,108.1,111.4,1034.4,1777.6297,4450
2005,陕西省,3933.72,435.77,1849.28,1553.6,295.68,1390.61,242.12,293.83,97.04,105.53,577.42,11.9,50.3,37.8,9899,113.7,107.7,115.8,110.1,1322.4,1882.1792,3690
2005,甘肃省,1933.98,308.06,838.56,685.8,152.76,787.36,144.7,130.78,44.73,63.78,349.84,15.9,43.4,40.7,7476.5293,111.8,105.8606,113.1523,112.8239,632.8,870.361,2545
2005,青海省,543.32,65.34,264.61,203.94,60.67,213.37,31.88,35.63,20.36,14.1,102.02,12,48.7,39.3,10044.7403,112.2,104.9833,115.9252,110.2223,160.5,329.8142,543
2005,宁夏回族自治区,612.61,72.08,281.23,229.07,52.16,252.79,45.81,38.65,32,22.61,102.39,11.9,46.4,41.7,10239,110.9,103.1742,115.253,108.9032,174.3,443.2509,596
2005,新疆维吾尔自治区,2604.19,509.99,1164.79,961.61,203.18,929.41,149.63,145.1,80.34,55.79,452.85,19.6,44.7,35.7,13108,110.9,106.5,114.4,109.4,637.8,1339.0555,2010
2006,北京市,8117.78,98.04,2191.43,1821.86,369.57,5580.81,458.29,751.91,974.06,559.82,2617.12,1.3,27.8,70.9,50467,113,100.6,110.5,114.1,3275.2169,3296.3757,1581
2006,天津市,4462.74,118.23,2488.29,2292.73,195.56,1752.63,252.86,468.12,186.87,160.72,604.65,2.7,57.1,40.2,41163,114.7,103.3,117.7,111.1,1356.7865,1820.516,1075
2006,河北省,11467.6,1606.48,6115.01,5490.54,624.47,3938.94,971.5,661.21,279.72,354.6,1549.95,13.8,52.4,33.8,16962,113.4,105,115.1,114.3,3397.423,5470.2356,6898
2006,山西省,4878.61,276.77,2748.33,2485.06,263.27,1727.44,383.38,295.61,138.26,118.06,679.18,5.8,57.8,36.4,14123,112.8,105.1,115.4,107.6,1613.44,2255.7351,3375
2006,内蒙古自治区,4944.25,649.62,2327.44,1978.19,349.24,1814.42,426.16,390.9,87.81,122.32,617.2,13.6,48.6,37.8,20053,119.1,105.6,125.7,115.8,1595.2651,3363.2077,2397
2006,辽宁省,9304.52,976.37,4729.5,4175.33,554.17,3545.28,565.67,952.66,250.13,294.7,1279.13,10.6,51.1,38.3,21788,114.2,106.9,118.6,110,3434.6478,5689.6384,4271
2006,吉林省,4275.12,672.76,1915.29,1659.29,256,1687.07,236.82,402.37,100.75,131.01,718.73,15.7,44.8,39.5,15720,115,104.2,117,117.4,1675.8413,2594.3415,2723
2006,黑龙江省,6211.8,737.59,3365.31,3049.04,316.27,2086,325.08,460.9,67.74,195.24,921.04,11.9,54.4,33.7,16195,112.1,108.5,112.9,112.4,1997.7081,2235.9968,3823
2006,上海市,10572.24,93.8,5028.37,4670.11,358.26,5244.2,669.01,929.16,825.2,688.1,1938.65,0.9,48.5,50.6,57695,112.7,100.8,112.3,112,3360.4142,3900.0368,1815
2006,江苏省,21742.05,1545.01,12250.84,11110.24,1140.6,7849.23,928.41,2028.8,723.79,914.78,2891.31,7.1,56.6,36.3,28814,114.9,105,116,115.5,6623.1803,10069.223,7550
2006,浙江省,15718.47,925.1,8509.57,7590.57,919,6307.85,630.94,1435.97,846.63,807.52,2332.9,5.9,54,40.1,31874,113.9,103.2,114.3,115.2,5325.3462,7590.2212,4980
2006,安徽省,6112.5,1028.66,2648.13,2190.18,457.95,2471.94,409.64,449.63,130.25,247.76,1122.5,16.7,43.1,40.2,10055,112.5,106.4,117.3,110.9,2029.4001,3533.5609,6110
2006,福建省,7583.85,896.17,3743.71,3311.59,432.12,2974.67,537.11,667.79,229.65,415.1,997.32,11.8,49.1,39.1,21471,114.8,102.5,117,116,2704.2307,2981.8231,3558
2006,江西省,4820.53,786.14,2320.74,1806.15,514.59,1563.65,306.14,326.58,76.13,171.06,607.31,16.8,49.7,33.5,10798,112.3,106.5,116.3,109.9,1428.0151,2683.5744,4339
2006,山东省,21900.19,2138.9,12751.2,11555.99,1195.21,7187.26,1212.33,1611.66,576.69,779.7,2476.51,9.7,57.7,32.6,23794,114.7,105.2,116.7,114.5,7122.5463,11111.422,9309
2006,河南省,12362.79,2049.92,6724.61,6031.21,693.4,3721.44,739.29,682.4,219.72,348.7,1353.39,16.4,53.8,29.8,13313,114.4,107.3,117.7,112.9,3880.4699,5904.7144,9392
2006,湖北省,7617.47,1140.41,3365.08,2929.19,435.89,3075.83,425.37,649.37,174.99,264.73,1381.86,15,44.4,40.6,13296,113.2,105.1,115.9,113.7,3411.997,3343.4672,5693
2006,湖南省,7688.67,1332.23,3151.7,2694.11,457.59,3084.96,426.09,558.88,184.7,268.52,1495.38,17.6,41.6,40.8,11950,112.8,104.8,116.5,111.7,2834.2204,3175.5246,6342
2006,广东省,26587.76,1577.12,13431.82,12500.22,931.6,11195.53,1113.77,2542.45,932.39,1784.68,4208.55,6,51.3,42.7,28332,114.8,104.2,116.9,113.4,9118.082,7973.3691,9304
2006,广西壮族自治区,4746.16,1032.47,1878.56,1592.33,286.23,1917.47,261.14,439.39,110.2,192.2,785.37,21.4,38.9,39.7,10296,113.6,106.5,119.3,112.2,1600.8382,2198.7176,4719
2006,海南省,1044.91,344.48,287.86,217.55,70.31,420.51,73.81,104.1,13.76,34.41,163.76,32.7,27.4,39.9,12654,113.2,109.1,119.8,111,308.2961,423.8914,836
2006,重庆市,3907.23,425.81,1500.97,1234.12,266.85,1564.79,259.59,314.33,106.56,158.2,648.87,12.2,43,44.8,12457,112.4,94.5,116.9,114,1403.5809,2407.3568,2808
2006,四川省,8690.24,1595.48,3775.19,3144.72,630.47,3267.14,451.19,541.68,299.49,336.18,1379.42,18.5,43.7,37.8,10546,113.5,102.6,120,111.8,3421.6483,4412.8753,8169
2006,贵州省,2338.98,393.17,980.78,855.56,125.22,908.05,134.63,148.1,83.21,87,409.58,17.2,43,39.8,5787,112.8,104.6,114.2,112.3,689.7682,1197.4272,3757.18
2006,云南省,3988.14,749.81,1712.6,1408.76,303.84,1544.31,175.98,306.2,144.03,168.64,668.59,18.7,42.8,38.5,8970,111.6,106.8,117,109.2,1188.8789,2208.6025,4483
2006,陕西省,4743.61,488.48,2440.5,2094.02,346.48,1594.76,281.54,337.6,114.67,117.34,656.5,10.8,53.9,35.3,12138,113.9,107.4,114.3,112.4,1522.0028,2480.6855,3735
2006,甘肃省,2276.7,333.35,1043.19,868.13,175.06,900.16,169.58,145.89,50.51,73.21,401.41,14.7,45.8,39.5,8757,111.5,105.2,114.2,111.1,717.4744,1022.5882,2606
2006,青海省,648.5,69.64,331.16,265.12,66.04,240.78,35.27,38.9,22.67,15.86,116.95,10.9,51.6,37.5,11762,113.3,103.5,115.8,110.5,180.1065,408.5366,548
2006,宁夏回族自治区,725.9,79.54,349.83,289.33,60.5,281.39,50.46,39.69,35.93,24.7,117.57,11.2,49.2,39.6,11847,112.7,106.2,117.7,109.1,198.9647,498.7452,604
2006,新疆维吾尔自治区,3045.26,527.8,1459.3,1241.33,217.97,1058.16,165.6,163.15,99.25,68.9,509.49,17.3,48,34.7,15000,111,105.7,111.2,113.6,727.5884,1567.0521,2050
2007,北京市,9846.81,101.26,2509.4,2082.76,426.64,6742.66,502.61,879.42,1286.28,644.24,3183.1,1.1,26.8,72.1,58204,114.5,102.2,112.7,113.7854,3800.2,3907.1967,1633
2007,天津市,5252.76,110.19,2892.53,2661.87,230.66,2047.68,294.06,498.61,288.17,189.42,684.81,2.2,57.3,40.5,46122,115.5,101.4,116.5,114.2892,1603.7,2353.1494,1115
2007,河北省,13607.32,1804.72,7241.8,6555.24,686.56,4662.98,1161.63,714.84,353.22,409.64,1891.1,13.2,52.8,34,19877,112.8,104,114.1,114.1,3986.2,6884.6817,6943
2007,山西省,6024.45,269.68,3438.58,3141.89,296.68,2025.09,437.62,348.61,160.31,135.89,806.16,4.7,60,35.3,16945,115.9,99.8,117.1,111.9,1914.1,2861.4572,3393
2007,内蒙古自治区,6423.18,762.1,3154.56,2742.67,411.89,2174.46,510.42,458.42,137.81,148.04,715.67,12.5,51.8,35.7,25393,119.2,103.9,125.8,115.6606,1904.1,4372.8799,2405
2007,辽宁省,11164.3,1133.4,5853.1,5199.89,653.21,4036.99,642.83,1062.34,298.73,360.81,1448.22,10.3,53.1,36.6,25729,115,104,119.7,110.3,4030.1,7435.2262,4298
2007,吉林省,5284.69,783.8,2475.45,2170.74,304.71,2025.44,275.76,485.96,126.03,153.03,867.31,14.8,46.8,38.3,19383,116.1,101.2,121.2,116.4,1999.2,3651.364,2730
2007,黑龙江省,7104,915.38,3695.58,3326.9,368.68,2454.04,364.63,530.02,135.7,226.6,1066.19,13,52.3,34.7,18478,112,104.1,112,114.7782,2331.1,2833.4993,3824
2007,上海市,12494.01,101.84,5678.51,5298.08,380.43,6408.5,723.13,1077.76,1209.08,806.79,2372.38,0.8,46.6,52.6,66367,115.2,102,111.5,117.0731,3847.8,4420.3747,1858
2007,江苏省,26018.48,1816.24,14306.4,13016.84,1289.56,9618.52,1039.46,2432.88,1202.1,1132.32,3401.13,7.1,55.6,37.4,33928,114.9,103.1,115.5,116.1859,7838.1,12268.0635,7625
2007,浙江省,18753.73,986.02,10148.45,9095.65,1052.8,7645.96,739.44,1711.2,1122.86,1004.62,2761.89,5.3,54,40.7,37411,114.7,102.3,115.5,115.4483,6214,8420.4275,5060
2007,安徽省,7360.92,1200.18,3289.12,2752.08,537.04,2874.88,483.04,525.71,154.73,294.99,1283.8,16.3,44.7,39,12045,114.2,103.6,119.5,112.2454,2403.7,5087.53,6118
2007,福建省,9248.53,1002.11,4549.42,4018.42,531,3697.6,650.25,809.15,364.32,481.33,1253.65,10.8,49.2,40,25908,115.2,103.9,118.8,113.9707,3187.9,4287.7524,3581
2007,江西省,5800.25,905.77,2840.92,2277.69,563.23,1753.56,337.6,362.72,85.72,189.35,691.25,16.5,51.7,31.9,12633,113.2,104.1,117.3,111.1293,1683.1,3301.9427,4368
2007,山东省,25776.91,2509.14,14776.53,13412.72,1363.81,8680.24,1399.94,1958.24,841.86,935.55,2934.96,9.7,56.9,33.4,27807,114.2,104,115.8,114.7028,8438.8,12537.7014,9367
2007,河南省,15012.46,2217.66,8282.83,7508.33,774.5,4511.97,866.73,765.76,302.31,447.44,1636.33,14.8,55.2,30.1,16012,114.6,103.8,118.1,114.1,4597.5,8010.1136,9360
2007,湖北省,9333.4,1378,3966.68,3451.62,515.06,3886,479.92,749.81,337.27,379.65,1718.28,14.9,43,42.1,16206,114.6,104.7,115.1,117.7,4028.5,4330.3573,5699
2007,湖南省,9439.6,1626.52,3916.44,3375.87,540.57,3657.04,477.27,650.94,211.74,332.62,1800.45,17.7,42.6,39.8,14492,115,104,118.1,115,3356.5,4154.7577,6355
2007,广东省,31777.01,1695.57,15939.1,14910.03,1029.07,13449.73,1254.58,2805.16,1798.22,2141.47,4734.11,5.5,51.3,43.3,33151,114.9,103.2,117,113.3846,10598.1,9294.2635,9449
2007,广西壮族自治区,5823.41,1241.35,2425.29,2090.1,335.19,2289,311.22,510.21,150.35,239.45,915.43,20.8,40.7,38.4,12555,115.1,105.5,120.7,114.632,1897.9,2939.6701,4768
2007,海南省,1254.17,361.07,364.26,278.37,85.89,497.95,86.36,121.1,22.44,45.78,186.63,29.5,29.8,40.7,14555,115.8,108,125.8,113,362,502.3744,845
2007,重庆市,4676.13,482.39,1892.1,1572.26,319.84,1748.02,265.74,366.19,122.54,196.06,705.64,11.7,45.9,42.4,14660,115.9,109.5,120.6,112.4,1661.2,3127.7376,2816
2007,四川省,10562.39,2032,4641.3,3913.92,727.38,3832,511.5,624.74,359.11,396.84,1630.06,19.3,44.2,36.5,12893,114.5,103.5,119.2,113.5,4015.6,5639.7996,8127
2007,贵州省,2884.11,446.38,1148.27,1007.75,140.52,1147.25,164.38,174.26,109.73,105.22,529.47,16.3,41.9,41.8,6915,114.8,103.3,114,118,821.8,1488.8043,3762
2007,云南省,4772.52,837.35,2051.08,1711.78,339.3,1852.88,196.06,354.32,169.27,192.12,843.64,17.7,43.3,39.1,10540,112.2,105.5,115.2,112.6,1394.6,2759.0333,4514
2007,陕西省,5757.29,592.63,2964.56,2544.42,420.14,1908.6,311.86,392.84,175.5,138.95,782.81,10.8,54.2,34.9,14607,115.8,105,117.2,113.8,1800.9,3415.0239,3748
2007,甘肃省,2702.4,385.97,1279.32,1063.84,215.48,1037.11,181.24,166.85,61.6,83.52,475.69,14.3,47.3,38.4,10346,112.3,104,116.8,110.5241,833.3,1304.157,2617
2007,青海省,797.35,83.41,417.78,344.52,73.26,282.42,40.9,44.75,25.91,17.96,140.55,10.6,53.3,36,14257,113.5,104.4,114.9,111.6971,208.3,482.843,552
2007,宁夏回族自治区,919.11,97.89,451.82,380.22,71.6,339.49,55.56,48.11,47.81,28.07,143.83,11,50.8,38.2,14649,112.7,106.5,116.1,110.4045,233.3,599.7984,610
2007,新疆维吾尔自治区,3523.16,628.72,1647.55,1405.11,242.44,1246.89,177.28,187.1,149.22,91.28,584.32,17.8,46.8,35.4,16999,112.2,107.1,112.7,114.3,847.7,1850.8415,2095
