date,state,avg_temperature
2001,Heilongjiang,3.06145354520895
2002,Heilongjiang,3.477707627598396
2003,Heilongjiang,3.8444131016314547
2004,Heilongjiang,3.7192779586063214
2005,Heilongjiang,3.000520222293342
2006,Heilongjiang,2.9746418213468413
2007,Heilongjiang,4.428551332781123
2008,Heilongjiang,4.263336934396865
2009,Heilongjiang,2.581979915964737
2010,Heilongjiang,2.6578035957437214
2011,Heilongjiang,3.230048227469246
2012,Heilongjiang,2.6523438322869692
2013,Heilongjiang,2.9102113059173176
2014,Heilongjiang,3.4748096360564165
2015,Heilongjiang,4.060955862017755
2016,Heilongjiang,3.0120058202822246
2017,Heilongjiang,3.7152728403355795
2018,Heilongjiang,3.6585290597785725
2019,Heilongjiang,4.288158404362556
2020,Heilongjiang,4.136516795495714
2021,Heilongjiang,3.9912549377904494
2022,Heilongjiang,0.6089325766575228
2001,Hainan,25.194489439965036
2002,Hainan,25.36694766236991
2003,Hainan,25.50232329422094
2004,Hainan,24.949602573308777
2005,Hainan,25.200691229147576
2006,Hainan,25.56902947837134
2007,Hainan,25.216534457390836
2008,Hainan,24.54633464923805
2009,Hainan,24.687848456907034
2010,Hainan,25.076832204274957
2011,Hainan,23.77082232358381
2012,Hainan,24.7890513005684
2013,Hainan,24.556889009783855
2014,Hainan,24.8126304604446
2015,Hainan,25.436228686326462
2016,Hainan,24.94417137335132
2017,Hainan,25.024695010071827
2018,Hainan,24.750061900759732
2019,Hainan,25.838980668904423
2020,Hainan,25.415587308083246
2021,Hainan,25.183293712890407
2022,Hainan,24.03427862159799
2001,Fujian,19.51054511263066
2002,Fujian,19.916244419823983
2003,Fujian,19.861848893734994
2004,Fujian,19.475746068698278
2005,Fujian,19.369762607098316
2006,Fujian,19.766467296074
2007,Fujian,19.81939942321965
2008,Fujian,19.390845374074026
2009,Fujian,19.72559631823403
2010,Fujian,19.3114011746085
2011,Fujian,19.061905749782937
2012,Fujian,19.26322285940637
2013,Fujian,19.57127206776892
2014,Fujian,19.68330355406797
2015,Fujian,19.849432486812912
2016,Fujian,19.993029491852027
2017,Fujian,20.166915220056364
2018,Fujian,20.056243400869437
2019,Fujian,20.219245136719806
2020,Fujian,20.369639421192282
2021,Fujian,20.518660399507468
2022,Fujian,17.27466647064186
2001,Henan,14.79430234870571
2002,Henan,15.111076336175838
2003,Henan,14.04668131840763
2004,Henan,15.008620136468052
2005,Henan,14.462656107418727
2006,Henan,15.203628185707029
2007,Henan,15.181580328150789
2008,Henan,14.635944168758332
2009,Henan,14.683512893130269
2010,Henan,14.681925649681423
2011,Henan,14.37236970283872
2012,Henan,14.615340229022605
2013,Henan,15.33921357675102
2014,Henan,15.22997150748724
2015,Henan,14.966296774821037
2016,Henan,15.456858220178097
2017,Henan,15.608536365567277
2018,Henan,15.485069611784477
2019,Henan,15.70455026711145
2020,Henan,15.573111288770974
2021,Henan,15.85858713182598
2022,Henan,13.983461258582494
2001,Shanghai,17.063472681102834
2002,Shanghai,17.357925671224045
2003,Shanghai,16.952579077364636
2004,Shanghai,17.380096159135586
2005,Shanghai,16.852980961618275
2006,Shanghai,17.614240876653025
2007,Shanghai,17.847335529549124
2008,Shanghai,16.91880375396126
2009,Shanghai,17.232168715553758
2010,Shanghai,16.945366018780508
2011,Shanghai,16.70359704177837
2012,Shanghai,16.701122563625425
2013,Shanghai,17.41813247295143
2014,Shanghai,16.991257763448797
2015,Shanghai,17.060216878598162
2016,Shanghai,17.711623389166636
2017,Shanghai,17.8395429309833
2018,Shanghai,17.791380266716192
2019,Shanghai,17.552513154560472
2020,Shanghai,17.927364521803373
2021,Shanghai,18.14454062421515
2022,Shanghai,14.791196651250043
2001,Jiangxi,17.86398170938431
2002,Jiangxi,18.146770616538983
2003,Jiangxi,18.25714413083403
2004,Jiangxi,18.20380801997222
2005,Jiangxi,17.876965940186693
2006,Jiangxi,18.225727596588527
2007,Jiangxi,18.51523971752505
2008,Jiangxi,18.02256159009906
2009,Jiangxi,18.35374127247215
2010,Jiangxi,17.989681341825747
2011,Jiangxi,17.762194637946696
2012,Jiangxi,17.5477519490089
2013,Jiangxi,18.57290290718455
2014,Jiangxi,18.30677000597836
2015,Jiangxi,18.239860027722084
2016,Jiangxi,18.549415352937004
2017,Jiangxi,18.58911422788326
2018,Jiangxi,18.514443233928407
2019,Jiangxi,18.58535978005184
2020,Jiangxi,18.702203706084482
2021,Jiangxi,19.15699195976097
2022,Jiangxi,15.710196514003599
2001,Guangdong,22.501562408150907
2002,Guangdong,22.78914963138903
2003,Guangdong,22.719590789728354
2004,Guangdong,22.470794250959266
2005,Guangdong,22.29519879107017
2006,Guangdong,22.722994073911657
2007,Guangdong,22.74410948299434
2008,Guangdong,22.03570143254944
2009,Guangdong,22.633468834154865
2010,Guangdong,22.291757567738966
2011,Guangdong,21.917386548416477
2012,Guangdong,22.242533302221233
2013,Guangdong,22.330968330166268
2014,Guangdong,22.519671083614423
2015,Guangdong,23.078205146378373
2016,Guangdong,22.65952141995071
2017,Guangdong,22.88488678228047
2018,Guangdong,22.728709130546584
2019,Guangdong,23.29350690408716
2020,Guangdong,23.237171073927705
2021,Guangdong,23.474296381779766
2022,Guangdong,20.648996968085424
2001,Shandong,13.197366172313489
2002,Shandong,13.657672240500748
2003,Shandong,12.73485304750348
2004,Shandong,13.553890127922196
2005,Shandong,12.916148205197798
2006,Shandong,13.75262251537029
2007,Shandong,13.79407577727106
2008,Shandong,13.092063190928934
2009,Shandong,13.304421380986877
2010,Shandong,12.835986543847929
2011,Shandong,12.719499943963191
2012,Shandong,12.816285003899251
2013,Shandong,13.238880999033874
2014,Shandong,13.89381559575915
2015,Shandong,13.639599758503866
2016,Shandong,13.924889856855906
2017,Shandong,14.176101233458182
2018,Shandong,13.842945844622381
2019,Shandong,14.211825914665122
2020,Shandong,13.88803917000245
2021,Shandong,14.163831791552383
2022,Shandong,11.870147212804802
2001,Ningxia,9.958741819775529
2002,Ningxia,10.155697893739063
2003,Ningxia,9.53764892405588
2004,Ningxia,9.728190953302867
2005,Ningxia,9.424943436287052
2006,Ningxia,10.343938479104548
2007,Ningxia,9.92272286412532
2008,Ningxia,9.274685169008379
2009,Ningxia,9.993473336994164
2010,Ningxia,9.87910924486754
2011,Ningxia,9.397631793785486
2012,Ningxia,9.268522385499235
2013,Ningxia,10.683098108433683
2014,Ningxia,10.159456142535717
2015,Ningxia,10.309611447020469
2016,Ningxia,10.429721755292428
2017,Ningxia,10.394772299380623
2018,Ningxia,10.049106003359135
2019,Ningxia,10.16774307613972
2020,Ningxia,10.013623940028058
2021,Ningxia,10.758879533372333
2022,Ningxia,9.165293503171863
2001,Gansu,8.315528005496722
2002,Gansu,8.572387418145274
2003,Gansu,8.133194227854528
2004,Gansu,7.775283209078673
2005,Gansu,7.66499695219022
2006,Gansu,8.505397601646756
2007,Gansu,8.151540967228893
2008,Gansu,7.5788030021437125
2009,Gansu,8.203280347571186
2010,Gansu,8.084354084703865
2011,Gansu,7.582633673192144
2012,Gansu,7.389165579245309
2013,Gansu,8.567489762998102
2014,Gansu,8.05066501861466
2015,Gansu,8.455803099505681
2016,Gansu,8.645075360386496
2017,Gansu,8.416312857059374
2018,Gansu,8.031199921020661
2019,Gansu,8.149957292689182
2020,Gansu,8.005391544568829
2021,Gansu,8.498628877048423
2022,Gansu,7.214230947563675
2001,Shanxi,10.882076781891838
2002,Shanxi,11.018649463178336
2003,Shanxi,10.030517712199803
2004,Shanxi,10.616145551309604
2005,Shanxi,10.50031565659778
2006,Shanxi,11.235440605318242
2007,Shanxi,11.210635315658461
2008,Shanxi,10.341118378626929
2009,Shanxi,10.583529952570903
2010,Shanxi,10.475347468163855
2011,Shanxi,10.16093683912095
2012,Shanxi,9.979568099184322
2013,Shanxi,11.105854931435985
2014,Shanxi,11.022544931382685
2015,Shanxi,11.090323842391884
2016,Shanxi,11.106480821065722
2017,Shanxi,11.38141873338179
2018,Shanxi,11.127532572089935
2019,Shanxi,11.390727964058776
2020,Shanxi,10.995387545162899
2021,Shanxi,11.472020952097328
2022,Shanxi,9.771598960139825
2001,Yunnan,16.77662848740643
2002,Yunnan,16.775672631900534
2003,Yunnan,17.061192965161514
2004,Yunnan,16.485432720938103
2005,Yunnan,17.167942484904906
2006,Yunnan,17.199860981508674
2007,Yunnan,16.697294937056732
2008,Yunnan,16.58977499072341
2009,Yunnan,17.427632405198175
2010,Yunnan,17.493774485726384
2011,Yunnan,16.71470849672456
2012,Yunnan,17.37509630221398
2013,Yunnan,17.197921044427492
2014,Yunnan,17.368913214412252
2015,Yunnan,17.30987782148256
2016,Yunnan,17.164631179893885
2017,Yunnan,17.180774927940288
2018,Yunnan,16.92211760289146
2019,Yunnan,17.76197147267901
2020,Yunnan,17.35290579598536
2021,Yunnan,17.41199274283545
2022,Yunnan,15.790177019723794
2001,Liaoning,8.588245883927282
2002,Liaoning,9.318884535678388
2003,Liaoning,9.244062567313822
2004,Liaoning,9.534114959139426
2005,Liaoning,8.355343660995546
2006,Liaoning,8.968802165372333
2007,Liaoning,9.729158502236045
2008,Liaoning,9.328397253964114
2009,Liaoning,8.744190443581987
2010,Liaoning,7.9633830126031295
2011,Liaoning,8.541898503270092
2012,Liaoning,7.957975048827151
2013,Liaoning,8.476603915513014
2014,Liaoning,9.642208633817976
2015,Liaoning,9.477134594224015
2016,Liaoning,9.237897750207642
2017,Liaoning,9.632977700429466
2018,Liaoning,9.152077714130797
2019,Liaoning,9.852781931706383
2020,Liaoning,9.561557737574384
2021,Liaoning,9.532996713203316
2022,Liaoning,6.463729332086885
2001,Zhejiang,17.540898982308434
2002,Zhejiang,17.84430269594657
2003,Zhejiang,17.7476215138497
2004,Zhejiang,17.83153321543143
2005,Zhejiang,17.39456892750832
2006,Zhejiang,18.106145813196203
2007,Zhejiang,18.2853992991415
2008,Zhejiang,17.540693378772634
2009,Zhejiang,17.74803535742462
2010,Zhejiang,17.288046455727542
2011,Zhejiang,17.11762177013358
2012,Zhejiang,17.073244577222273
2013,Zhejiang,17.833785521173244
2014,Zhejiang,17.541982330519794
2015,Zhejiang,17.602142033222677
2016,Zhejiang,18.301304929986063
2017,Zhejiang,18.264594996931827
2018,Zhejiang,18.194660718345826
2019,Zhejiang,18.052754003984226
2020,Zhejiang,18.44340902945156
2021,Zhejiang,18.678473083827665
2022,Zhejiang,15.148494644457882
2001,Inner Mongolia,6.298931820489184
2002,Inner Mongolia,6.557828404362094
2003,Inner Mongolia,6.05157453302269
2004,Inner Mongolia,6.481346981675364
2005,Inner Mongolia,5.859646740230789
2006,Inner Mongolia,6.426173160693921
2007,Inner Mongolia,7.083920884628992
2008,Inner Mongolia,6.252703935823945
2009,Inner Mongolia,6.251777421125708
2010,Inner Mongolia,5.719987312343629
2011,Inner Mongolia,5.837675415352096
2012,Inner Mongolia,5.145529044001553
2013,Inner Mongolia,6.310770704577574
2014,Inner Mongolia,6.793770089662651
2015,Inner Mongolia,6.744725858412797
2016,Inner Mongolia,6.371922432535313
2017,Inner Mongolia,6.980674434298586
2018,Inner Mongolia,6.561965527323814
2019,Inner Mongolia,6.798313994519604
2020,Inner Mongolia,6.42737541298816
2021,Inner Mongolia,6.961331111622634
2022,Inner Mongolia,4.402677573799425
2001,Xinjiang,9.07571646909677
2002,Xinjiang,9.335767333683636
2003,Xinjiang,8.633456173282715
2004,Xinjiang,9.481719394619065
2005,Xinjiang,8.822552654954803
2006,Xinjiang,9.598474257042588
2007,Xinjiang,9.925677712051503
2008,Xinjiang,9.615597888800474
2009,Xinjiang,9.475939427767479
2010,Xinjiang,8.890456632436916
2011,Xinjiang,8.935950492239684
2012,Xinjiang,8.517410850907533
2013,Xinjiang,9.720893917823126
2014,Xinjiang,8.708339065496933
2015,Xinjiang,9.952821919054035
2016,Xinjiang,9.693365309622779
2017,Xinjiang,9.634823497277347
2018,Xinjiang,8.823896548823072
2019,Xinjiang,9.562509826962513
2020,Xinjiang,9.544233980917042
2021,Xinjiang,9.513858224110017
2022,Xinjiang,8.922067991159805
2001,Sichuan,15.057826095893658
2002,Sichuan,14.979627103102803
2003,Sichuan,14.799569848181225
2004,Sichuan,14.52478120641306
2005,Sichuan,14.72511097691183
2006,Sichuan,15.50968607696648
2007,Sichuan,15.210131406241487
2008,Sichuan,14.674011933833578
2009,Sichuan,15.162904044407423
2010,Sichuan,14.908682424226258
2011,Sichuan,14.689218828303126
2012,Sichuan,14.575740753262712
2013,Sichuan,15.58972453633994
2014,Sichuan,14.940466261078441
2015,Sichuan,15.667922741705251
2016,Sichuan,15.594742209857205
2017,Sichuan,15.436227326665444
2018,Sichuan,15.219743786959013
2019,Sichuan,15.30925780594554
2020,Sichuan,15.378072417845225
2021,Sichuan,15.518615680351036
2022,Sichuan,13.844149167786835
2001,Anhui,15.682913347517013
2002,Anhui,16.044693101340318
2003,Anhui,15.339334751824323
2004,Anhui,16.053268951659312
2005,Anhui,15.56744388635497
2006,Anhui,16.20487497678288
2007,Anhui,16.308328107950377
2008,Anhui,15.43894303231439
2009,Anhui,15.63809324041274
2010,Anhui,15.52346151352491
2011,Anhui,15.205421293551861
2012,Anhui,15.296352710676553
2013,Anhui,15.936180776974973
2014,Anhui,15.601807390341264
2015,Anhui,15.481679574803211
2016,Anhui,15.981104754516153
2017,Anhui,16.17799099898454
2018,Anhui,16.125468237269306
2019,Anhui,16.25051928849008
2020,Anhui,16.22138667027444
2021,Anhui,16.5982016975934
2022,Anhui,14.18658463294577
2001,Hubei,16.917248327041133
2002,Hubei,16.948191343263623
2003,Hubei,16.413806950682357
2004,Hubei,17.07935033403713
2005,Hubei,16.61497144584637
2006,Hubei,17.296296497068912
2007,Hubei,17.321963070174725
2008,Hubei,16.71432917433865
2009,Hubei,16.900371493037476
2010,Hubei,16.711597357235878
2011,Hubei,16.495244000578786
2012,Hubei,16.345780016421287
2013,Hubei,17.381849841170784
2014,Hubei,16.775362828827916
2015,Hubei,16.870088135536538
2016,Hubei,17.163828459135228
2017,Hubei,17.154164839632358
2018,Hubei,17.259895169946525
2019,Hubei,17.320035829701286
2020,Hubei,17.044377709442607
2021,Hubei,17.539293857043145
2022,Hubei,15.110787199214869
2001,Hebei,11.955764363198258
2002,Hebei,12.259755708535577
2003,Hebei,11.602980621081242
2004,Hebei,12.074945375083253
2005,Hebei,11.67499185711983
2006,Hebei,12.192427463283765
2007,Hebei,12.518700997591276
2008,Hebei,11.906853798048628
2009,Hebei,11.817909635094896
2010,Hebei,11.206783663341206
2011,Hebei,11.535122849898825
2012,Hebei,11.146429390028134
2013,Hebei,11.561980377139125
2014,Hebei,12.588040200192696
2015,Hebei,12.196196958286231
2016,Hebei,12.250064660479108
2017,Hebei,12.63470125089271
2018,Hebei,12.268999766510548
2019,Hebei,12.648287954913203
2020,Hebei,12.331831552941644
2021,Hebei,12.480351017105143
2022,Hebei,10.216954378244525
2001,Guizhou,16.10812589111995
2002,Guizhou,16.32549590533685
2003,Guizhou,16.45672836851091
2004,Guizhou,15.950218157522183
2005,Guizhou,15.997424891314795
2006,Guizhou,16.52168473203789
2007,Guizhou,16.44945411997771
2008,Guizhou,15.8441800305606
2009,Guizhou,16.607065817674293
2010,Guizhou,16.351956578803247
2011,Guizhou,15.704909322336574
2012,Guizhou,15.5431472304621
2013,Guizhou,16.699285544781564
2014,Guizhou,16.318391710492154
2015,Guizhou,16.815292304978115
2016,Guizhou,16.731983135442377
2017,Guizhou,16.65235342688963
2018,Guizhou,16.491966921622478
2019,Guizhou,16.680759292052375
2020,Guizhou,16.360140952062366
2021,Guizhou,16.74483003797372
2022,Guizhou,14.136252245325913
2001,Beijing,11.26835367623394
2002,Beijing,11.571459174980866
2003,Beijing,11.125628017910008
2004,Beijing,11.499150464865153
2005,Beijing,11.08505294445415
2006,Beijing,11.544037037410888
2007,Beijing,12.078558673846707
2008,Beijing,11.11438970552934
2009,Beijing,11.07839413038838
2010,Beijing,10.158423482409416
2011,Beijing,10.87145151426887
2012,Beijing,10.292286137515754
2013,Beijing,10.784704000254104
2014,Beijing,11.902073365783826
2015,Beijing,11.53063132436666
2016,Beijing,11.498988516551035
2017,Beijing,11.917790068032147
2018,Beijing,11.42920300394844
2019,Beijing,11.89176157174786
2020,Beijing,11.469410649040167
2021,Beijing,11.560200061335932
2022,Beijing,9.2129740400881
2001,Guangxi,21.289022529903058
2002,Guangxi,21.599390708605682
2003,Guangxi,21.96094610304732
2004,Guangxi,21.446852987081787
2005,Guangxi,21.35131983755992
2006,Guangxi,21.763196835506452
2007,Guangxi,21.758658439977005
2008,Guangxi,20.912968128546105
2009,Guangxi,21.910867093050264
2010,Guangxi,21.566708771285313
2011,Guangxi,20.75772481772982
2012,Guangxi,21.005536573248754
2013,Guangxi,21.471176718419656
2014,Guangxi,21.483133959462773
2015,Guangxi,21.936773957186833
2016,Guangxi,21.784574198968055
2017,Guangxi,21.668726471659284
2018,Guangxi,21.47538262039514
2019,Guangxi,21.708251354238875
2020,Guangxi,21.72740279933998
2021,Guangxi,22.052608668726492
2022,Guangxi,19.020098221668782
2001,Jiangsu,15.796002019939381
2002,Jiangsu,16.11208298847402
2003,Jiangsu,15.41478044794428
2004,Jiangsu,16.198952043640926
2005,Jiangsu,15.632983079165639
2006,Jiangsu,16.286894124786084
2007,Jiangsu,16.45722449238081
2008,Jiangsu,15.592286070025583
2009,Jiangsu,15.821929784956563
2010,Jiangsu,15.57312094941286
2011,Jiangsu,15.350130890232979
2012,Jiangsu,15.395400424646613
2013,Jiangsu,16.002542798120526
2014,Jiangsu,15.79109777652773
2015,Jiangsu,15.736665484629372
2016,Jiangsu,16.23400694497964
2017,Jiangsu,16.466062243816438
2018,Jiangsu,16.354120884798434
2019,Jiangsu,16.316105684887194
2020,Jiangsu,16.412786121123766
2021,Jiangsu,16.75523733720656
2022,Jiangsu,14.036180246759985
2001,Jilin,5.83981642374013
2002,Jilin,6.545894185200037
2003,Jilin,6.77615693570762
2004,Jilin,6.811952035574581
2005,Jilin,5.483582396419395
2006,Jilin,6.1486218727184
2007,Jilin,7.145727507643311
2008,Jilin,6.811499701428974
2009,Jilin,5.755789384752379
2010,Jilin,5.171512218412788
2011,Jilin,5.637678688310559
2012,Jilin,5.07229536173532
2013,Jilin,5.458506391967014
2014,Jilin,6.585178154828601
2015,Jilin,6.684186440724421
2016,Jilin,6.173876975676186
2017,Jilin,6.487388728292436
2018,Jilin,6.36425205182796
2019,Jilin,7.114096750180762
2020,Jilin,6.71726669186072
2021,Jilin,6.799100813385753
2022,Jilin,3.4410649507173225
2001,Shaanxi,12.727371216318673
2002,Shaanxi,13.107574201381393
2003,Shaanxi,12.184763104837629
2004,Shaanxi,12.73639961624716
2005,Shaanxi,12.162056916947499
2006,Shaanxi,12.991794916375394
2007,Shaanxi,12.938630611511417
2008,Shaanxi,12.26781548658507
2009,Shaanxi,12.688977508780583
2010,Shaanxi,12.697174302042537
2011,Shaanxi,12.20158351524689
2012,Shaanxi,12.169858798012891
2013,Shaanxi,13.450873597770254
2014,Shaanxi,12.824799123651198
2015,Shaanxi,13.008007750623662
2016,Shaanxi,13.372201334465789
2017,Shaanxi,13.164939054594734
2018,Shaanxi,12.968257872363077
2019,Shaanxi,12.943074739344175
2020,Shaanxi,12.909491446034252
2021,Shaanxi,13.331052346606025
2022,Shaanxi,12.010500807606224
2001,Tianjin,12.859965769621772
2002,Tianjin,13.166354010509432
2003,Tianjin,12.668960524240749
2004,Tianjin,13.057539880096362
2005,Tianjin,12.676498986617448
2006,Tianjin,13.00718245545458
2007,Tianjin,13.49630474672592
2008,Tianjin,12.947315889323484
2009,Tianjin,12.595371270317743
2010,Tianjin,11.807653695070805
2011,Tianjin,12.582509921614788
2012,Tianjin,12.062753696475482
2013,Tianjin,12.381472519308645
2014,Tianjin,13.679528199403288
2015,Tianjin,13.332206712820067
2016,Tianjin,13.363294932646037
2017,Tianjin,13.845533078691426
2018,Tianjin,13.309678836953491
2019,Tianjin,13.80498459798153
2020,Tianjin,13.513042451275563
2021,Tianjin,13.349525730155303
2022,Tianjin,11.11182180054834
2001,Hunan,17.244415628906147
2002,Hunan,17.36584831429335
2003,Hunan,17.274318060847705
2004,Hunan,17.500249845037967
2005,Hunan,17.20558512138634
2006,Hunan,17.80414699089425
2007,Hunan,17.86844125489278
2008,Hunan,17.39184767118778
2009,Hunan,17.6699595099472
2010,Hunan,17.34775728714472
2011,Hunan,17.006387762097702
2012,Hunan,16.556011396904527
2013,Hunan,17.900051157041087
2014,Hunan,17.446602840478736
2015,Hunan,17.445997516737823
2016,Hunan,17.53708265862286
2017,Hunan,17.58874574293718
2018,Hunan,17.554309951270092
2019,Hunan,17.47366584477896
2020,Hunan,17.43921291132454
2021,Hunan,18.182583459209223
2022,Hunan,14.945771859471382
2001,Qinghai,2.899640119385314
2002,Qinghai,3.1421833371920833
2003,Qinghai,3.284872631611661
2004,Qinghai,2.7708582519909752
2005,Qinghai,2.974741529412094
2006,Qinghai,3.5628466121897246
2007,Qinghai,3.204058322496574
2008,Qinghai,2.6899990600254493
2009,Qinghai,3.4705833662141563
2010,Qinghai,3.481657841869267
2011,Qinghai,2.9558909278153283
2012,Qinghai,2.644311013303245
2013,Qinghai,3.3223971971228945
2014,Qinghai,3.139937705049343
2015,Qinghai,3.3742541843551583
2016,Qinghai,3.7556286252497593
2017,Qinghai,3.4684477109649983
2018,Qinghai,3.3139428367840393
2019,Qinghai,3.1644199126182473
2020,Qinghai,3.1377198255801417
2021,Qinghai,3.4650960496648415
2022,Qinghai,1.7509265938865344
2001,Chongqing,17.10521247359108
2002,Chongqing,17.07836227055132
2003,Chongqing,17.11406105491619
2004,Chongqing,17.011249931530312
2005,Chongqing,16.909500278923478
2006,Chongqing,17.865244560206033
2007,Chongqing,17.526392320393274
2008,Chongqing,17.045916250590583
2009,Chongqing,17.41999599458169
2010,Chongqing,17.043840310794167
2011,Chongqing,17.08521068274617
2012,Chongqing,16.54837212034754
2013,Chongqing,17.95187966438054
2014,Chongqing,17.00391693923044
2015,Chongqing,17.78637706805407
2016,Chongqing,17.77464230422829
2017,Chongqing,17.473418629772585
2018,Chongqing,17.403911839120184
2019,Chongqing,17.357994763597752
2020,Chongqing,17.204170747382776
2021,Chongqing,17.502327890869594
2022,Chongqing,15.558096815986024
